female,prechod,C,D,OR6,OR8,sig_OR6,sig_OR8,OR86,barva
1. female,N2_N1,euro12,euro2,0.425,1.1568627451,nesig,nesig,2.7220299885,B4
1. female,N2_N1,euro12,euro3,18.548387097,3.4,sig,nesig,0.1833043478,B2
1. female,N2_N1,euro12,euro4,3.5454545455,7.6,nesig,sig,2.1435897436,B3
1. female,N2_N1,euro12,euro5,3.7878787879,4.4642857143,sig,sig,1.1785714286,B1
1. female,N2_N1,euro12,euro6,1.1333333333,1.3295454545,nesig,nesig,1.1731283422,B4
1. female,N2_N1,euro12,euro7,3.9679144385,3.4257142857,sig,sig,0.8633538698,B1
1. female,N2_N1,euro12,euro8,0.68,0.85,nesig,nesig,1.25,B4
1. female,N2_N1,euro12,euro9,4.3789473684,3.7818181818,sig,sig,0.8636363636,B1
1. female,N2_N1,euro2,euro1,0.6361185984,0.8550724638,nesig,nesig,1.3442028986,B4
1. female,N2_N1,euro2,euro10,1.4875,2.125,nesig,nesig,1.4285714286,B4
1. female,N2_N1,euro2,euro11,7.3125,1.7,sig,nesig,0.2324786325,B2
1. female,N2_N1,euro2,euro12,0.425,1.1568627451,nesig,nesig,2.7220299885,B4
1. female,N2_N1,euro2,euro2,,,nesig,nesig,,B4
1. female,N2_N1,euro2,euro5,1.17,2.6363636364,nesig,nesig,2.2533022533,B4
1. female,N2_N1,euro2,euro7,1.1625615764,3.1909090909,nesig,nesig,2.7447226502,B4
1. female,N2_N1,euro2,euro9,1.828125,5.8080808081,nesig,sig,3.1770698437,B3
1. female,N2_N1,euro3,euro1,,,nesig,nesig,,B4
1. female,N2_N1,euro3,euro12,18.548387097,3.4,sig,nesig,0.1833043478,B2
1. female,N2_N1,euro3,euro3,,,nesig,nesig,,B4
1. female,N2_N1,euro3,euro4,4.76,14.875,nesig,nesig,3.125,B4
1. female,N2_N1,euro3,euro5,11.979166667,2.5319148936,sig,nesig,0.211359852,B2
1. female,N2_N1,euro3,euro9,19.166666667,3.2162162162,sig,nesig,0.1678025852,B2
1. female,N2_N1,euro4,euro1,4.5490196078,22.4,nesig,sig,4.924137931,B3
1. female,N2_N1,euro4,euro10,2.38,1.859375,nesig,nesig,0.78125,B4
1. female,N2_N1,euro4,euro12,3.5454545455,7.6,nesig,sig,2.1435897436,B3
1. female,N2_N1,euro4,euro3,4.76,14.875,nesig,nesig,3.125,B4
1. female,N2_N1,euro4,euro4,,,nesig,nesig,,B4
1. female,N2_N1,euro4,euro5,1.1568627451,9.6463414634,nesig,sig,8.3383629599,B3
1. female,N2_N1,euro4,euro7,8.5925925926,2.6590909091,sig,nesig,0.3094631661,B2
1. female,N2_N1,euro4,euro9,1.7878787879,2.7294117647,nesig,nesig,1.5266201396,B4
1. female,N2_N1,euro5,euro1,6.525,4,sig,sig,0.6130268199,B1
1. female,N2_N1,euro5,euro10,1.9965277778,22.4,nesig,sig,11.219478261,B3
1. female,N2_N1,euro5,euro11,1.9965277778,1.5064935065,nesig,nesig,0.7545567476,B4
1. female,N2_N1,euro5,euro12,3.7878787879,4.4642857143,sig,sig,1.1785714286,B1
1. female,N2_N1,euro5,euro2,1.17,2.6363636364,nesig,nesig,2.2533022533,B4
1. female,N2_N1,euro5,euro3,11.979166667,2.5319148936,sig,nesig,0.211359852,B2
1. female,N2_N1,euro5,euro4,1.1568627451,9.6463414634,nesig,sig,8.3383629599,B3
1. female,N2_N1,euro5,euro5,,,nesig,nesig,,B4
1. female,N2_N1,euro5,euro7,2.9981981982,3.3119047619,sig,sig,1.1046316964,B1
1. female,N2_N1,euro5,euro8,4.7346938776,1.7101449275,nesig,nesig,0.3611944028,B4
1. female,N2_N1,euro5,euro9,5.3498759305,3.06,sig,sig,0.5719758813,B1
1. female,N2_N1,euro6,euro1,0.7345679012,3.2571428571,nesig,nesig,4.4340936375,B4
1. female,N2_N1,euro6,euro11,3.9666666667,2.9135802469,nesig,nesig,0.7345160286,B4
1. female,N2_N1,euro6,euro12,1.1333333333,1.3295454545,nesig,nesig,1.1731283422,B4
1. female,N2_N1,euro6,euro6,,,nesig,nesig,,B4
1. female,N2_N1,euro6,euro7,1.3222222222,0.4958333333,nesig,nesig,0.375,B4
1. female,N2_N1,euro6,euro9,1.1666666667,2.904040404,nesig,nesig,2.4891774892,B4
1. female,N2_N1,euro7,euro1,4.4421296296,2.7692307692,sig,sig,0.6234016114,B1
1. female,N2_N1,euro7,euro10,3.6858974359,2.6590909091,sig,nesig,0.7214229249,B2
1. female,N2_N1,euro7,euro11,0.9042145594,3.156462585,nesig,nesig,3.4908336216,B4
1. female,N2_N1,euro7,euro12,3.9679144385,3.4257142857,sig,sig,0.8633538698,B1
1. female,N2_N1,euro7,euro2,1.1625615764,3.1909090909,nesig,nesig,2.7447226502,B4
1. female,N2_N1,euro7,euro4,8.5925925926,2.6590909091,sig,nesig,0.3094631661,B2
1. female,N2_N1,euro7,euro5,2.9981981982,3.3119047619,sig,sig,1.1046316964,B1
1. female,N2_N1,euro7,euro6,1.3222222222,0.4958333333,nesig,nesig,0.375,B4
1. female,N2_N1,euro7,euro7,,,nesig,nesig,,B4
1. female,N2_N1,euro7,euro8,4.1785714286,1.2395833333,nesig,nesig,0.2966524217,B4
1. female,N2_N1,euro7,euro9,3.5126262626,5.6212121212,sig,sig,1.6002875629,B1
1. female,N2_N1,euro8,euro1,2.25,1.7101449275,nesig,nesig,0.7600644122,B4
1. female,N2_N1,euro8,euro11,2.38,2.975,nesig,nesig,1.25,B4
1. female,N2_N1,euro8,euro12,0.68,0.85,nesig,nesig,1.25,B4
1. female,N2_N1,euro8,euro5,4.7346938776,1.7101449275,nesig,nesig,0.3611944028,B4
1. female,N2_N1,euro8,euro7,4.1785714286,1.2395833333,nesig,nesig,0.2966524217,B4
1. female,N2_N1,euro8,euro8,,,nesig,nesig,,B4
1. female,N2_N1,euro8,euro9,7.4838709677,0.8040540541,sig,nesig,0.1074382572,B2
1. female,N2_N1,euro9,euro1,7.9166666667,4.5294117647,sig,sig,0.5721362229,B1
1. female,N2_N1,euro9,euro10,3.1944444444,12.758064516,nesig,sig,3.993828892,B3
1. female,N2_N1,euro9,euro11,7.0625,1.9495798319,sig,nesig,0.2760467019,B2
1. female,N2_N1,euro9,euro12,4.3789473684,3.7818181818,sig,sig,0.8636363636,B1
1. female,N2_N1,euro9,euro2,1.828125,5.8080808081,nesig,sig,3.1770698437,B3
1. female,N2_N1,euro9,euro3,19.166666667,3.2162162162,sig,nesig,0.1678025852,B2
1. female,N2_N1,euro9,euro4,1.7878787879,2.7294117647,nesig,nesig,1.5266201396,B4
1. female,N2_N1,euro9,euro5,5.3498759305,3.06,sig,sig,0.5719758813,B1
1. female,N2_N1,euro9,euro6,1.1666666667,2.904040404,nesig,nesig,2.4891774892,B4
1. female,N2_N1,euro9,euro7,3.5126262626,5.6212121212,sig,sig,1.6002875629,B1
1. female,N2_N1,euro9,euro8,7.4838709677,0.8040540541,sig,nesig,0.1074382572,B2
1. female,N2_N1,euro9,euro9,,,nesig,nesig,,B4
1. female,N2_N1C,euro1,euro1,,,nesig,nesig,,B4
1. female,N2_N1C,euro1,euro10,5.6194431971,4.9825940483,sig,sig,0.886670418,B1
1. female,N2_N1C,euro1,euro11,2.8903780069,3.5775459513,sig,sig,1.2377432788,B1
1. female,N2_N1C,euro1,euro12,9.8093743461,12.914101358,sig,sig,1.3165061198,B1
1. female,N2_N1C,euro1,euro2,3.2377476538,3.8961038961,sig,sig,1.2033377251,B1
1. female,N2_N1C,euro1,euro3,9.4816849817,11.91984127,sig,sig,1.257143777,B1
1. female,N2_N1C,euro1,euro4,4.4890176937,8.5069444444,sig,sig,1.8950570091,B1
1. female,N2_N1C,euro1,euro5,5.2493869404,5.9010168695,sig,sig,1.1241344821,B1
1. female,N2_N1C,euro1,euro6,7.707674685,6.898852657,sig,sig,0.8950627704,B1
1. female,N2_N1C,euro1,euro7,6.6382716049,8.507876891,sig,sig,1.2816403723,B1
1. female,N2_N1C,euro1,euro8,6.7425364759,5.0802675585,sig,sig,0.753465343,B1
1. female,N2_N1C,euro1,euro9,6.0378827193,7.5455714286,sig,sig,1.2497048683,B1
1. female,N2_N1C,euro10,euro1,5.6194431971,4.9825940483,sig,sig,0.886670418,B1
1. female,N2_N1C,euro10,euro10,,,nesig,nesig,,B4
1. female,N2_N1C,euro10,euro11,2.9788900238,4.4683794466,sig,sig,1.5000149085,B1
1. female,N2_N1C,euro10,euro12,2.9530791789,2.8345070423,sig,sig,0.9598479656,B1
1. female,N2_N1C,euro10,euro2,1.7789473684,2.4030172414,sig,sig,1.3508085085,B1
1. female,N2_N1C,euro10,euro3,2.6951566952,2.8747830399,sig,sig,1.0666478298,B1
1. female,N2_N1C,euro10,euro4,2.5790027351,2.6395348837,sig,sig,1.0234711456,B1
1. female,N2_N1C,euro10,euro5,3.6721785488,4.0642060086,sig,sig,1.1067560998,B1
1. female,N2_N1C,euro10,euro6,4.4576719577,5.7706951872,sig,sig,1.2945535791,B1
1. female,N2_N1C,euro10,euro7,2.497038134,2.2657028112,sig,sig,0.9073561114,B1
1. female,N2_N1C,euro10,euro8,4.4473684211,5.1,sig,sig,1.1467455621,B1
1. female,N2_N1C,euro10,euro9,5.2231863936,5.6082978723,sig,sig,1.0737311384,B1
1. female,N2_N1C,euro11,euro1,2.8903780069,3.5775459513,sig,sig,1.2377432788,B1
1. female,N2_N1C,euro11,euro10,2.9788900238,4.4683794466,sig,sig,1.5000149085,B1
1. female,N2_N1C,euro11,euro11,,,nesig,nesig,,B4
1. female,N2_N1C,euro11,euro12,2.5346153846,2.68125,sig,sig,1.0578528073,B1
1. female,N2_N1C,euro11,euro2,4.9122807018,7.8280851064,sig,sig,1.5935744681,B1
1. female,N2_N1C,euro11,euro3,1.8383301708,1.9821634062,nesig,nesig,1.0782412418,B4
1. female,N2_N1C,euro11,euro4,2.090482888,0.9108433735,sig,nesig,0.4357095572,B2
1. female,N2_N1C,euro11,euro5,1.6573955213,1.9998482664,sig,sig,1.2066210151,B1
1. female,N2_N1C,euro11,euro6,5.1212121212,4.8333333333,sig,sig,0.9437869822,B1
1. female,N2_N1C,euro11,euro7,1.7446153846,2.2039165602,sig,sig,1.2632678696,B1
1. female,N2_N1C,euro11,euro8,1.2416891285,4.4797747056,nesig,sig,3.6078069807,B3
1. female,N2_N1C,euro11,euro9,2.5029281278,3.5487147595,sig,sig,1.4178252744,B1
1. female,N2_N1C,euro12,euro1,9.8093743461,12.914101358,sig,sig,1.3165061198,B1
1. female,N2_N1C,euro12,euro10,2.9530791789,2.8345070423,sig,sig,0.9598479656,B1
1. female,N2_N1C,euro12,euro11,2.5346153846,2.68125,sig,sig,1.0578528073,B1
1. female,N2_N1C,euro12,euro12,,,nesig,nesig,,B4
1. female,N2_N1C,euro12,euro2,2.0674394099,2.7818181818,sig,sig,1.3455379483,B1
1. female,N2_N1C,euro12,euro3,5.3571428571,4.5017391304,sig,sig,0.8403246377,B1
1. female,N2_N1C,euro12,euro4,2.7522594365,4.2507990224,sig,sig,1.544476137,B1
1. female,N2_N1C,euro12,euro5,3.9150010982,4.2711864407,sig,sig,1.0909796277,B1
1. female,N2_N1C,euro12,euro6,5.5745454545,5.144,sig,sig,0.9227658187,B1
1. female,N2_N1C,euro12,euro7,4.3013493253,4.6614958449,sig,sig,1.0837287308,B1
1. female,N2_N1C,euro12,euro8,3.3027113238,4.4871794872,sig,sig,1.3586350871,B1
1. female,N2_N1C,euro12,euro9,4.0369230769,4.3566429587,sig,sig,1.0791989037,B1
1. female,N2_N1C,euro2,euro1,3.2377476538,3.8961038961,sig,sig,1.2033377251,B1
1. female,N2_N1C,euro2,euro10,1.7789473684,2.4030172414,sig,sig,1.3508085085,B1
1. female,N2_N1C,euro2,euro11,4.9122807018,7.8280851064,sig,sig,1.5935744681,B1
1. female,N2_N1C,euro2,euro12,2.0674394099,2.7818181818,sig,sig,1.3455379483,B1
1. female,N2_N1C,euro2,euro2,,,nesig,nesig,,B4
1. female,N2_N1C,euro2,euro3,4.3309413255,4.8993421053,sig,sig,1.1312418565,B1
1. female,N2_N1C,euro2,euro4,2.1007304883,1.6023323615,sig,nesig,0.7627500864,B2
1. female,N2_N1C,euro2,euro5,2.0658263305,2.5105003714,sig,sig,1.2152523832,B1
1. female,N2_N1C,euro2,euro6,4.3138760881,5.7894736842,sig,sig,1.3420584101,B1
1. female,N2_N1C,euro2,euro7,2.0159670782,2.1428571429,sig,sig,1.0629425282,B1
1. female,N2_N1C,euro2,euro8,1.7694444444,2.7217741935,nesig,sig,1.5382083354,B3
1. female,N2_N1C,euro2,euro9,3.3424170616,3.4611599581,sig,sig,1.0355260562,B1
1. female,N2_N1C,euro3,euro1,9.4816849817,11.91984127,sig,sig,1.257143777,B1
1. female,N2_N1C,euro3,euro10,2.6951566952,2.8747830399,sig,sig,1.0666478298,B1
1. female,N2_N1C,euro3,euro11,1.8383301708,1.9821634062,nesig,nesig,1.0782412418,B4
1. female,N2_N1C,euro3,euro12,5.3571428571,4.5017391304,sig,sig,0.8403246377,B1
1. female,N2_N1C,euro3,euro2,4.3309413255,4.8993421053,sig,sig,1.1312418565,B1
1. female,N2_N1C,euro3,euro3,,,nesig,nesig,,B4
1. female,N2_N1C,euro3,euro4,4.3170426065,5.1010638298,sig,sig,1.1816107217,B1
1. female,N2_N1C,euro3,euro5,3.5941119691,3.5024614375,sig,sig,0.9744998118,B1
1. female,N2_N1C,euro3,euro6,4.3170426065,5.2554179567,sig,sig,1.2173653206,B1
1. female,N2_N1C,euro3,euro7,2.593528817,3.7420872541,sig,sig,1.4428554753,B1
1. female,N2_N1C,euro3,euro8,3.4767295597,3.6037934668,sig,sig,1.0365469631,B1
1. female,N2_N1C,euro3,euro9,3.7086653386,5.0733222867,sig,sig,1.3679644356,B1
1. female,N2_N1C,euro4,euro1,4.4890176937,8.5069444444,sig,sig,1.8950570091,B1
1. female,N2_N1C,euro4,euro10,2.5790027351,2.6395348837,sig,sig,1.0234711456,B1
1. female,N2_N1C,euro4,euro11,2.090482888,0.9108433735,sig,nesig,0.4357095572,B2
1. female,N2_N1C,euro4,euro12,2.7522594365,4.2507990224,sig,sig,1.544476137,B1
1. female,N2_N1C,euro4,euro2,2.1007304883,1.6023323615,sig,nesig,0.7627500864,B2
1. female,N2_N1C,euro4,euro3,4.3170426065,5.1010638298,sig,sig,1.1816107217,B1
1. female,N2_N1C,euro4,euro4,,,nesig,nesig,,B4
1. female,N2_N1C,euro4,euro5,2.3008888889,5.0332089552,sig,sig,2.1875063066,B1
1. female,N2_N1C,euro4,euro6,2.4132653061,3.0355555556,sig,sig,1.2578623444,B1
1. female,N2_N1C,euro4,euro7,3.9343778802,3.4505050505,sig,sig,0.8770141444,B1
1. female,N2_N1C,euro4,euro8,2.3701410389,1.3037735849,sig,nesig,0.5500827012,B2
1. female,N2_N1C,euro4,euro9,5.1101449275,4.1489361702,sig,sig,0.8119018597,B1
1. female,N2_N1C,euro5,euro1,5.2493869404,5.9010168695,sig,sig,1.1241344821,B1
1. female,N2_N1C,euro5,euro10,3.6721785488,4.0642060086,sig,sig,1.1067560998,B1
1. female,N2_N1C,euro5,euro11,1.6573955213,1.9998482664,sig,sig,1.2066210151,B1
1. female,N2_N1C,euro5,euro12,3.9150010982,4.2711864407,sig,sig,1.0909796277,B1
1. female,N2_N1C,euro5,euro2,2.0658263305,2.5105003714,sig,sig,1.2152523832,B1
1. female,N2_N1C,euro5,euro3,3.5941119691,3.5024614375,sig,sig,0.9744998118,B1
1. female,N2_N1C,euro5,euro4,2.3008888889,5.0332089552,sig,sig,2.1875063066,B1
1. female,N2_N1C,euro5,euro5,,,nesig,nesig,,B4
1. female,N2_N1C,euro5,euro6,3.5643536257,3.1102834302,sig,sig,0.8726079836,B1
1. female,N2_N1C,euro5,euro7,3.7087912088,3.9226251741,sig,sig,1.0576559729,B1
1. female,N2_N1C,euro5,euro8,4.1827185792,3.8212053571,sig,sig,0.9135697955,B1
1. female,N2_N1C,euro5,euro9,3.77903514,5.9695519791,sig,sig,1.5796497672,B1
1. female,N2_N1C,euro6,euro1,7.707674685,6.898852657,sig,sig,0.8950627704,B1
1. female,N2_N1C,euro6,euro10,4.4576719577,5.7706951872,sig,sig,1.2945535791,B1
1. female,N2_N1C,euro6,euro11,5.1212121212,4.8333333333,sig,sig,0.9437869822,B1
1. female,N2_N1C,euro6,euro12,5.5745454545,5.144,sig,sig,0.9227658187,B1
1. female,N2_N1C,euro6,euro2,4.3138760881,5.7894736842,sig,sig,1.3420584101,B1
1. female,N2_N1C,euro6,euro3,4.3170426065,5.2554179567,sig,sig,1.2173653206,B1
1. female,N2_N1C,euro6,euro4,2.4132653061,3.0355555556,sig,sig,1.2578623444,B1
1. female,N2_N1C,euro6,euro5,3.5643536257,3.1102834302,sig,sig,0.8726079836,B1
1. female,N2_N1C,euro6,euro6,,,nesig,nesig,,B4
1. female,N2_N1C,euro6,euro7,2.6508104833,2.7939933259,sig,sig,1.0540147414,B1
1. female,N2_N1C,euro6,euro8,4.2892976589,4.6049019608,sig,sig,1.0735794825,B1
1. female,N2_N1C,euro6,euro9,5.8672248804,5.7485745316,sig,sig,0.9797774329,B1
1. female,N2_N1C,euro7,euro1,6.6382716049,8.507876891,sig,sig,1.2816403723,B1
1. female,N2_N1C,euro7,euro10,2.497038134,2.2657028112,sig,sig,0.9073561114,B1
1. female,N2_N1C,euro7,euro11,1.7446153846,2.2039165602,sig,sig,1.2632678696,B1
1. female,N2_N1C,euro7,euro12,4.3013493253,4.6614958449,sig,sig,1.0837287308,B1
1. female,N2_N1C,euro7,euro2,2.0159670782,2.1428571429,sig,sig,1.0629425282,B1
1. female,N2_N1C,euro7,euro3,2.593528817,3.7420872541,sig,sig,1.4428554753,B1
1. female,N2_N1C,euro7,euro4,3.9343778802,3.4505050505,sig,sig,0.8770141444,B1
1. female,N2_N1C,euro7,euro5,3.7087912088,3.9226251741,sig,sig,1.0576559729,B1
1. female,N2_N1C,euro7,euro6,2.6508104833,2.7939933259,sig,sig,1.0540147414,B1
1. female,N2_N1C,euro7,euro7,,,nesig,nesig,,B4
1. female,N2_N1C,euro7,euro8,2.8892318244,2.1229109372,sig,sig,0.7347665629,B1
1. female,N2_N1C,euro7,euro9,4.7698795181,4.5029885057,sig,sig,0.9440465925,B1
1. female,N2_N1C,euro8,euro1,6.7425364759,5.0802675585,sig,sig,0.753465343,B1
1. female,N2_N1C,euro8,euro10,4.4473684211,5.1,sig,sig,1.1467455621,B1
1. female,N2_N1C,euro8,euro11,1.2416891285,4.4797747056,nesig,sig,3.6078069807,B3
1. female,N2_N1C,euro8,euro12,3.3027113238,4.4871794872,sig,sig,1.3586350871,B1
1. female,N2_N1C,euro8,euro2,1.7694444444,2.7217741935,nesig,sig,1.5382083354,B3
1. female,N2_N1C,euro8,euro3,3.4767295597,3.6037934668,sig,sig,1.0365469631,B1
1. female,N2_N1C,euro8,euro4,2.3701410389,1.3037735849,sig,nesig,0.5500827012,B2
1. female,N2_N1C,euro8,euro5,4.1827185792,3.8212053571,sig,sig,0.9135697955,B1
1. female,N2_N1C,euro8,euro6,4.2892976589,4.6049019608,sig,sig,1.0735794825,B1
1. female,N2_N1C,euro8,euro7,2.8892318244,2.1229109372,sig,sig,0.7347665629,B1
1. female,N2_N1C,euro8,euro8,,,nesig,nesig,,B4
1. female,N2_N1C,euro8,euro9,5,7.4470588235,sig,sig,1.4894117647,B1
1. female,N2_N1C,euro9,euro1,6.0378827193,7.5455714286,sig,sig,1.2497048683,B1
1. female,N2_N1C,euro9,euro10,5.2231863936,5.6082978723,sig,sig,1.0737311384,B1
1. female,N2_N1C,euro9,euro11,2.5029281278,3.5487147595,sig,sig,1.4178252744,B1
1. female,N2_N1C,euro9,euro12,4.0369230769,4.3566429587,sig,sig,1.0791989037,B1
1. female,N2_N1C,euro9,euro2,3.3424170616,3.4611599581,sig,sig,1.0355260562,B1
1. female,N2_N1C,euro9,euro3,3.7086653386,5.0733222867,sig,sig,1.3679644356,B1
1. female,N2_N1C,euro9,euro4,5.1101449275,4.1489361702,sig,sig,0.8119018597,B1
1. female,N2_N1C,euro9,euro5,3.77903514,5.9695519791,sig,sig,1.5796497672,B1
1. female,N2_N1C,euro9,euro6,5.8672248804,5.7485745316,sig,sig,0.9797774329,B1
1. female,N2_N1C,euro9,euro7,4.7698795181,4.5029885057,sig,sig,0.9440465925,B1
1. female,N2_N1C,euro9,euro8,5,7.4470588235,sig,sig,1.4894117647,B1
1. female,N2_N1C,euro9,euro9,,,nesig,nesig,,B4
1. female,N2_N2,euro1,euro1,,,nesig,nesig,,B4
1. female,N2_N2,euro1,euro10,3.5337663578,5.0612244898,sig,sig,1.4322464977,B1
1. female,N2_N2,euro1,euro11,2.7260002174,4.2117298897,sig,sig,1.5450218466,B1
1. female,N2_N2,euro1,euro12,10.806539858,10.040016292,sig,sig,0.9290685477,B1
1. female,N2_N2,euro1,euro2,3.5275324675,2.4773868426,sig,sig,0.7023002241,B1
1. female,N2_N2,euro1,euro3,8.6700055648,7.9831932773,sig,sig,0.9207829473,B1
1. female,N2_N2,euro1,euro4,5.4809437387,5.0189314937,sig,sig,0.9157057129,B1
1. female,N2_N2,euro1,euro5,4.9038787263,5.1960784314,sig,sig,1.0595854264,B1
1. female,N2_N2,euro1,euro6,5.2563667233,4.9934640523,sig,sig,0.9499839557,B1
1. female,N2_N2,euro1,euro7,6.4284095763,6.5983015955,sig,sig,1.0264283128,B1
1. female,N2_N2,euro1,euro8,5.7317176871,4.8865323436,sig,sig,0.8525423983,B1
1. female,N2_N2,euro1,euro9,5.4220043259,4.8949721489,sig,sig,0.9027975366,B1
1. female,N2_N2,euro10,euro1,3.5337663578,5.0612244898,sig,sig,1.4322464977,B1
1. female,N2_N2,euro10,euro10,,,nesig,nesig,,B4
1. female,N2_N2,euro10,euro11,3.8801791713,4.5361111111,sig,sig,1.1690468174,B1
1. female,N2_N2,euro10,euro12,2.9872631579,3.3082889775,sig,sig,1.1074648608,B1
1. female,N2_N2,euro10,euro2,4.6428571429,3.5628885004,sig,sig,0.7673913693,B1
1. female,N2_N2,euro10,euro3,5.3384332925,6.5470858896,sig,sig,1.2264058631,B1
1. female,N2_N2,euro10,euro4,2.4198979592,2.4588713534,sig,sig,1.0161053875,B1
1. female,N2_N2,euro10,euro5,3.9211861632,2.9404621353,sig,sig,0.7498909801,B1
1. female,N2_N2,euro10,euro6,5.4791666667,6.8483629047,sig,sig,1.2498913286,B1
1. female,N2_N2,euro10,euro7,2.5153801045,3.1791135398,sig,sig,1.2638700346,B1
1. female,N2_N2,euro10,euro8,3.6579369858,5.2333333333,sig,sig,1.4306789192,B1
1. female,N2_N2,euro10,euro9,3.4697204969,5.1555555556,sig,sig,1.4858705651,B1
1. female,N2_N2,euro11,euro1,2.7260002174,4.2117298897,sig,sig,1.5450218466,B1
1. female,N2_N2,euro11,euro10,3.8801791713,4.5361111111,sig,sig,1.1690468174,B1
1. female,N2_N2,euro11,euro11,,,nesig,nesig,,B4
1. female,N2_N2,euro11,euro12,2.740315877,2.657967033,sig,sig,0.9699491417,B1
1. female,N2_N2,euro11,euro2,5.7073932662,4.6742482161,sig,sig,0.8189812754,B1
1. female,N2_N2,euro11,euro3,3.4673913043,4.9687108886,sig,sig,1.4329824506,B1
1. female,N2_N2,euro11,euro4,1.4718374885,1.4997175673,nesig,nesig,1.0189423622,B4
1. female,N2_N2,euro11,euro5,2.3998232825,2.097826087,sig,sig,0.8741585692,B1
1. female,N2_N2,euro11,euro6,5.5384615385,3.954887218,sig,sig,0.7140768588,B1
1. female,N2_N2,euro11,euro7,1.9422014854,1.561589404,sig,sig,0.8040305888,B1
1. female,N2_N2,euro11,euro8,4.5804013194,4.7694634146,sig,sig,1.0412763166,B1
1. female,N2_N2,euro11,euro9,3.2992327366,3.5263675074,sig,sig,1.0688447251,B1
1. female,N2_N2,euro12,euro1,10.806539858,10.040016292,sig,sig,0.9290685477,B1
1. female,N2_N2,euro12,euro10,2.9872631579,3.3082889775,sig,sig,1.1074648608,B1
1. female,N2_N2,euro12,euro11,2.740315877,2.657967033,sig,sig,0.9699491417,B1
1. female,N2_N2,euro12,euro12,,,nesig,nesig,,B4
1. female,N2_N2,euro12,euro2,3.855236904,1.8968659195,sig,sig,0.4920231796,B1
1. female,N2_N2,euro12,euro3,4.3798727128,3.4554000565,sig,sig,0.7889270495,B1
1. female,N2_N2,euro12,euro4,3.1442410182,2.8619128466,sig,sig,0.9102078467,B1
1. female,N2_N2,euro12,euro5,3.4475550754,3.1942751616,sig,sig,0.9265334684,B1
1. female,N2_N2,euro12,euro6,4.6004817826,3.9256128487,sig,sig,0.8533047264,B1
1. female,N2_N2,euro12,euro7,4.1230969057,4.3744465528,sig,sig,1.0609613727,B1
1. female,N2_N2,euro12,euro8,6.2962553442,3.1829583333,sig,sig,0.5055319645,B1
1. female,N2_N2,euro12,euro9,3.7236334383,3.4897730622,sig,sig,0.9371956504,B1
1. female,N2_N2,euro2,euro1,3.5275324675,2.4773868426,sig,sig,0.7023002241,B1
1. female,N2_N2,euro2,euro10,4.6428571429,3.5628885004,sig,sig,0.7673913693,B1
1. female,N2_N2,euro2,euro11,5.7073932662,4.6742482161,sig,sig,0.8189812754,B1
1. female,N2_N2,euro2,euro12,3.855236904,1.8968659195,sig,sig,0.4920231796,B1
1. female,N2_N2,euro2,euro2,,,nesig,nesig,,B4
1. female,N2_N2,euro2,euro3,5.6730469966,5.2939701991,sig,sig,0.9331793307,B1
1. female,N2_N2,euro2,euro4,1.9215159182,1.1059569829,sig,nesig,0.57556483,B2
1. female,N2_N2,euro2,euro5,2.5317153889,1.9783708445,sig,sig,0.7814349327,B1
1. female,N2_N2,euro2,euro6,7.4857142857,3.7457828795,sig,sig,0.5003908427,B1
1. female,N2_N2,euro2,euro7,3.1444593726,1.7508352425,sig,sig,0.5568000839,B1
1. female,N2_N2,euro2,euro8,3.8477732794,3.0265882019,sig,sig,0.7865817402,B1
1. female,N2_N2,euro2,euro9,3.3958966565,2.5063438482,sig,sig,0.7380506834,B1
1. female,N2_N2,euro3,euro1,8.6700055648,7.9831932773,sig,sig,0.9207829473,B1
1. female,N2_N2,euro3,euro10,5.3384332925,6.5470858896,sig,sig,1.2264058631,B1
1. female,N2_N2,euro3,euro11,3.4673913043,4.9687108886,sig,sig,1.4329824506,B1
1. female,N2_N2,euro3,euro12,4.3798727128,3.4554000565,sig,sig,0.7889270495,B1
1. female,N2_N2,euro3,euro2,5.6730469966,5.2939701991,sig,sig,0.9331793307,B1
1. female,N2_N2,euro3,euro3,,,nesig,nesig,,B4
1. female,N2_N2,euro3,euro4,3.2899896801,5.3098330241,sig,sig,1.6139360729,B1
1. female,N2_N2,euro3,euro5,3.9769430761,4.0696328811,sig,sig,1.023306797,B1
1. female,N2_N2,euro3,euro6,4.1179090483,7.5279395901,sig,sig,1.8280975859,B1
1. female,N2_N2,euro3,euro7,3.7260920897,2.8155828766,sig,sig,0.7556396377,B1
1. female,N2_N2,euro3,euro8,7.1210511602,6.1482277121,sig,sig,0.863387662,B1
1. female,N2_N2,euro3,euro9,7.0971314069,3.6664485642,sig,sig,0.5166099307,B1
1. female,N2_N2,euro4,euro1,5.4809437387,5.0189314937,sig,sig,0.9157057129,B1
1. female,N2_N2,euro4,euro10,2.4198979592,2.4588713534,sig,sig,1.0161053875,B1
